  345.83, 1130.48
  346.05, 1130.48
  346.27, 1130.48
  346.49, 1122.29
  346.71, 1128.43
  346.93, 1083.38
  347.15, 1120.24
  347.36, 1085.42
  347.58, 1091.57
  347.80, 1206.25
  348.02, 1097.71
  348.24, 1122.29
  348.46, 1101.81
  348.67, 1128.43
  348.89, 1112.05
  349.11, 1130.48
  349.33, 1163.25
  349.55, 1140.72
  349.77, 1122.29
  349.99, 1122.29
  350.20, 1136.62
  350.42, 1097.71
  350.64, 1124.33
  350.86, 1091.57
  351.08, 1183.73
  351.30, 1183.73
  351.51, 1114.10
  351.73, 1138.67
  351.95, 1146.86
  352.17, 1130.48
  352.39, 1183.73
  352.60, 1183.73
  352.82, 1159.15
  353.04, 1153.01
  353.26, 1140.72
  353.48, 1183.73
  353.70, 1105.90
  353.91, 1083.38
  354.13, 1181.68
  354.35, 1155.05
  354.57, 1134.57
  354.79, 1138.67
  355.00, 1202.16
  355.22, 1107.95
  355.44, 1155.05
  355.66, 1118.19
  355.88, 1165.29
  356.09, 1130.48
  356.31, 1089.52
  356.53, 1085.42
  356.75, 1202.16
  356.97, 1130.48
  357.18, 1058.80
  357.40, 1165.29
  357.62, 1140.72
  357.84, 1228.78
  358.06, 1118.19
  358.27, 1126.38
  358.49, 1136.62
  358.71, 1140.72
  358.93, 1148.91
  359.15, 1198.06
  359.36, 1140.72
  359.58, 1191.92
  359.80, 1169.39
  360.02, 1150.96
  360.23, 1132.53
  360.45, 1146.86
  360.67, 1134.57
  360.89, 1093.62
  361.11, 1142.77
  361.32, 1196.01
  361.54, 1128.43
  361.76, 1130.48
  361.98, 1165.29
  362.19, 1165.29
  362.41, 1128.43
  362.63, 1144.81
  362.85, 1191.92
  363.06, 1224.69
  363.28, 1222.64
  363.50, 1187.82
  363.72, 1173.49
  363.93, 1142.77
  364.15, 1216.49
  364.37, 1261.55
  364.59, 1382.38
  364.80, 1980.39
  365.02, 2699.22
  365.24, 2727.89
  365.46, 2117.60
  365.67, 1748.97
  365.89, 1378.28
  366.11, 1390.57
  366.33, 1482.73
  366.54, 1476.59
  366.76, 1378.28
  366.98, 1241.07
  367.20, 1132.53
  367.41, 1155.05
  367.63, 1198.06
  367.85, 1120.24
  368.07, 1089.52
  368.28, 1183.73
  368.50, 1118.19
  368.72, 1130.48
  368.94, 1206.25
  369.15, 1173.49
  369.37, 1146.86
  369.59, 1112.05
  369.80, 1116.14
  370.02, 1130.48
  370.24, 1177.58
  370.46, 1146.86
  370.67, 1142.77
  370.89, 1140.72
  371.11, 1171.44
  371.32, 1148.91
  371.54, 1208.30
  371.76, 1112.05
  371.98, 1142.77
  372.19, 1187.82
  372.41, 1161.20
  372.63, 1138.67
  372.84, 1150.96
  373.06, 1105.90
  373.28, 1230.83
  373.50, 1114.10
  373.71, 1159.15
  373.93, 1142.77
  374.15, 1138.67
  374.36, 1159.15
  374.58, 1134.57
  374.80, 1189.87
  375.01, 1173.49
  375.23, 1130.48
  375.45, 1120.24
  375.66, 1159.15
  375.88, 1177.58
  376.10, 1191.92
  376.31, 1173.49
  376.53, 1169.39
  376.75, 1153.01
  376.97, 1128.43
  377.18, 1202.16
  377.40, 1234.93
  377.62, 1187.82
  377.83, 1167.34
  378.05, 1171.44
  378.27, 1161.20
  378.48, 1191.92
  378.70, 1185.77
  378.92, 1126.38
  379.13, 1138.67
  379.35, 1171.44
  379.57, 1224.69
  379.78, 1271.79
  380.00, 1142.77
  380.22, 1193.97
  380.43, 1148.91
  380.65, 1196.01
  380.87, 1173.49
  381.08, 1253.36
  381.30, 1163.25
  381.52, 1150.96
  381.73, 1222.64
  381.95, 1159.15
  382.16, 1187.82
  382.38, 1185.77
  382.60, 1150.96
  382.81, 1077.23
  383.03, 1150.96
  383.25, 1189.87
  383.46, 1189.87
  383.68, 1134.57
  383.90, 1175.53
  384.11, 1153.01
  384.33, 1150.96
  384.55, 1134.57
  384.76, 1163.25
  384.98, 1169.39
  385.19, 1157.10
  385.41, 1208.30
  385.63, 1183.73
  385.84, 1173.49
  386.06, 1159.15
  386.28, 1181.68
  386.49, 1128.43
  386.71, 1165.29
  386.92, 1150.96
  387.14, 1181.68
  387.36, 1150.96
  387.57, 1159.15
  387.79, 1126.38
  388.01, 1118.19
  388.22, 1140.72
  388.44, 1173.49
  388.65, 1112.05
  388.87, 1202.16
  389.09, 1058.80
  389.30, 1126.38
  389.52, 1120.24
  389.73, 1075.18
