  345.83, 1099.76
  346.05, 1099.76
  346.27, 1099.76
  346.49, 1089.52
  346.71, 1134.57
  346.93, 1249.26
  347.15, 1300.46
  347.36, 1187.82
  347.58, 1259.50
  347.80, 1265.64
  348.02, 1191.92
  348.24, 1247.21
  348.46, 1255.40
  348.67, 1302.51
  348.89, 1269.74
  349.11, 1300.46
  349.33, 1204.21
  349.55, 1210.35
  349.77, 1279.98
  349.99, 1179.63
  350.20, 1247.21
  350.42, 1255.40
  350.64, 1228.78
  350.86, 1218.54
  351.08, 1331.18
  351.30, 1257.45
  351.51, 1222.64
  351.73, 1306.60
  351.95, 1316.84
  352.17, 1331.18
  352.39, 1343.47
  352.60, 1310.70
  352.82, 1273.84
  353.04, 1220.59
  353.26, 1230.83
  353.48, 1263.60
  353.70, 1273.84
  353.91, 1146.86
  354.13, 1261.55
  354.35, 1216.49
  354.57, 1241.07
  354.79, 1286.12
  355.00, 1345.52
  355.22, 1372.14
  355.44, 1316.84
  355.66, 1345.52
  355.88, 1204.21
  356.09, 1273.84
  356.31, 1204.21
  356.53, 1232.88
  356.75, 1368.04
  356.97, 1255.40
  357.18, 1298.41
  357.40, 1230.83
  357.62, 1322.99
  357.84, 1292.27
  358.06, 1163.25
  358.27, 1210.35
  358.49, 1259.50
  358.71, 1329.13
  358.93, 1243.12
  359.15, 1325.04
  359.36, 1255.40
  359.58, 1294.32
  359.80, 1216.49
  360.02, 1214.45
  360.23, 1269.74
  360.45, 1236.97
  360.67, 1257.45
  360.89, 1269.74
  361.11, 1271.79
  361.32, 1269.74
  361.54, 1355.76
  361.76, 1296.36
  361.98, 1263.60
  362.19, 1273.84
  362.41, 1304.56
  362.63, 1257.45
  362.85, 1316.84
  363.06, 1357.80
  363.28, 1241.07
  363.50, 1312.75
  363.72, 1249.26
  363.93, 1296.36
  364.15, 1320.94
  364.37, 1294.32
  364.59, 1310.70
  364.80, 1257.45
  365.02, 1275.88
  365.24, 1243.12
  365.46, 1343.47
  365.67, 1259.50
  365.89, 1228.78
  366.11, 1337.32
  366.33, 1312.75
  366.54, 1286.12
  366.76, 1300.46
  366.98, 1302.51
  367.20, 1259.50
  367.41, 1239.02
  367.63, 1245.17
  367.85, 1265.64
  368.07, 1257.45
  368.28, 1191.92
  368.50, 1320.94
  368.72, 1320.94
  368.94, 1288.17
  369.15, 1286.12
  369.37, 1206.25
  369.59, 1273.84
  369.80, 1318.89
  370.02, 1243.12
  370.24, 1253.36
  370.46, 1247.21
  370.67, 1288.17
  370.89, 1304.56
  371.11, 1275.88
  371.32, 1234.93
  371.54, 1292.27
  371.76, 1284.08
  371.98, 1179.63
  372.19, 1312.75
  372.41, 1380.33
  372.63, 1300.46
  372.84, 1175.53
  373.06, 1232.88
  373.28, 1318.89
  373.50, 1261.55
  373.71, 1454.06
  373.93, 1232.88
  374.15, 1353.71
  374.36, 1214.45
  374.58, 1234.93
  374.80, 1263.60
  375.01, 1296.36
  375.23, 1234.93
  375.45, 1253.36
  375.66, 1220.59
  375.88, 1292.27
  376.10, 1261.55
  376.31, 1290.22
  376.53, 1255.40
  376.75, 1304.56
  376.97, 1310.70
  377.18, 1267.69
  377.40, 1402.86
  377.62, 1335.28
  377.83, 1318.89
  378.05, 1273.84
  378.27, 1363.95
  378.48, 1318.89
  378.70, 1351.66
  378.92, 1236.97
  379.13, 1251.31
  379.35, 1286.12
  379.57, 1316.84
  379.78, 1337.32
  380.00, 1249.26
  380.22, 1259.50
  380.43, 1310.70
  380.65, 1400.81
  380.87, 1288.17
  381.08, 1300.46
  381.30, 1341.42
  381.52, 1161.20
  381.73, 1277.93
  381.95, 1282.03
  382.16, 1157.10
  382.38, 1335.28
  382.60, 1232.88
  382.81, 1247.21
  383.03, 1308.65
  383.25, 1216.49
  383.46, 1269.74
  383.68, 1269.74
  383.90, 1318.89
  384.11, 1216.49
  384.33, 1241.07
  384.55, 1298.41
  384.76, 1310.70
  384.98, 1216.49
  385.19, 1282.03
  385.41, 1214.45
  385.63, 1327.08
  385.84, 1218.54
  386.06, 1187.82
  386.28, 1314.80
  386.49, 1333.23
  386.71, 1261.55
  386.92, 1218.54
  387.14, 1210.35
  387.36, 1138.67
  387.57, 1183.73
  387.79, 1247.21
  388.01, 1214.45
  388.22, 1267.69
  388.44, 1273.84
  388.65, 1300.46
  388.87, 1382.38
  389.09, 1277.93
  389.30, 1275.88
  389.52, 1236.97
  389.73, 1206.25
  389.95, 1304.56
  390.17, 1320.94
  390.38, 1294.32
  390.60, 1245.17
  390.81, 1265.64
  391.03, 1218.54
  391.25, 1257.45
  391.46, 1275.88
  391.68, 1189.87
  391.89, 1196.01
  392.11, 1222.64
  392.33, 1208.30
  392.54, 1222.64
  392.76, 1282.03
  392.97, 1271.79
  393.19, 1271.79
  393.40, 1204.21
  393.62, 1259.50
  393.84, 1271.79
  394.05, 1329.13
  394.27, 1222.64
  394.48, 1296.36
  394.70, 1193.97
  394.91, 1198.06
  395.13, 1234.93
  395.35, 1263.60
  395.56, 1230.83
  395.78, 1304.56
  395.99, 1331.18
  396.21, 1208.30
  396.42, 1257.45
  396.64, 1269.74
  396.86, 1318.89
  397.07, 1204.21
  397.29, 1196.01
  397.50, 1322.99
  397.72, 1253.36
  397.93, 1230.83
  398.15, 1269.74
  398.36, 1275.88
  398.58, 1189.87
  398.80, 1148.91
  399.01, 1312.75
  399.23, 1220.59
  399.44, 1255.40
  399.66, 1263.60
  399.87, 1322.99
  400.09, 1230.83
  400.30, 1320.94
  400.52, 1257.45
  400.73, 1247.21
  400.95, 1345.52
  401.17, 1247.21
  401.38, 1265.64
  401.60, 1310.70
  401.81, 1310.70
  402.03, 1230.83
  402.24, 1241.07
  402.46, 1349.61
  402.67, 1243.12
  402.89, 1316.84
  403.10, 1236.97
  403.32, 1290.22
  403.53, 1247.21
  403.75, 1261.55
  403.96, 1150.96
  404.18, 1234.93
  404.39, 1269.74
  404.61, 1124.33
  404.82, 1255.40
  405.04, 1271.79
  405.25, 1325.04
  405.47, 1226.73
  405.68, 1269.74
  405.90, 1187.82
  406.11, 1378.28
  406.33, 1222.64
  406.54, 1257.45
  406.76, 1236.97
  406.97, 1310.70
  407.19, 1234.93
  407.40, 1277.93
  407.62, 1267.69
  407.83, 1271.79
  408.05, 1275.88
  408.26, 1286.12
  408.48, 1257.45
  408.69, 1275.88
  408.91, 1263.60
  409.12, 1263.60
  409.34, 1392.62
  409.55, 1327.08
  409.77, 1273.84
  409.98, 1224.69
  410.20, 1220.59
  410.41, 1198.06
  410.63, 1253.36
  410.84, 1286.12
  411.06, 1298.41
  411.27, 1249.26
  411.49, 1216.49
  411.70, 1300.46
  411.92, 1241.07
  412.13, 1232.88
  412.35, 1232.88
  412.56, 1232.88
  412.77, 1267.69
  412.99, 1327.08
  413.20, 1239.02
  413.42, 1304.56
  413.63, 1249.26
  413.85, 1294.32
  414.06, 1234.93
  414.28, 1185.77
  414.49, 1296.36
  414.71, 1355.76
  414.92, 1423.34
  415.13, 1241.07
  415.35, 1236.97
  415.56, 1200.11
  415.78, 1239.02
  415.99, 1271.79
  416.21, 1173.49
  416.42, 1249.26
  416.64, 1308.65
  416.85, 1255.40
  417.06, 1232.88
  417.28, 1282.03
  417.49, 1220.59
  417.71, 1251.31
  417.92, 1230.83
  418.14, 1331.18
  418.35, 1130.48
  418.56, 1337.32
  418.78, 1339.37
  418.99, 1335.28
  419.21, 1255.40
  419.42, 1228.78
  419.64, 1218.54
  419.85, 1284.08
  420.06, 1271.79
  420.28, 1255.40
  420.49, 1325.04
  420.71, 1288.17
  420.92, 1331.18
  421.14, 1275.88
  421.35, 1241.07
  421.56, 1318.89
  421.78, 1316.84
  421.99, 1253.36
  422.21, 1284.08
  422.42, 1173.49
  422.63, 1228.78
  422.85, 1220.59
  423.06, 1339.37
  423.28, 1296.36
  423.49, 1257.45
  423.70, 1279.98
  423.92, 1220.59
  424.13, 1269.74
  424.35, 1275.88
  424.56, 1275.88
  424.77, 1204.21
  424.99, 1339.37
  425.20, 1363.95
  425.41, 1245.17
  425.63, 1214.45
  425.84, 1247.21
  426.06, 1228.78
  426.27, 1234.93
